Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235)	4/62	1.5975153966283793E-5	0.008546707371961828	0	0	30.48735632183908	336.7168727547641	SLC9A3R1;LTB;S100A9;S100A8
Defense Response To Fungus (GO:0050832)	3/29	4.828126778621855E-5	0.012915239132813462	0	0	49.97909698996656	496.71560127883487	PLCG2;S100A9;S100A8
Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244)	3/39	1.1869448205509373E-4	0.014791592428206747	0	0	36.07789855072464	326.10660048896034	SLC9A3R1;S100A9;S100A8
Leukocyte Aggregation (GO:0070486)	2/7	1.225173273092752E-4	0.014791592428206747	0	0	169.7531914893617	1529.0108074408631	S100A9;S100A8
Response To Lipid (GO:0033993)	4/110	1.5166998484636145E-4	0.014791592428206747	0	0	16.641509433962263	146.34216473462186	PLCG2;AQP3;S100A9;S100A8
Negative Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014067)	2/9	2.0937355557931883E-4	0.014791592428206747	0	0	121.24012158054711	1027.0724207395506	SLC9A3R1;NOP53
Peptidyl-Cysteine Modification (GO:0018198)	2/9	2.0937355557931883E-4	0.014791592428206747	0	0	121.24012158054711	1027.0724207395506	S100A9;S100A8
Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242)	3/48	2.2118269051524107E-4	0.014791592428206747	0	0	28.849275362318842	242.8105476163672	SLC9A3R1;S100A9;S100A8
Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)	4/152	5.207830071021021E-4	0.030957656533291626	0	0	11.893693693693693	89.91843065054995	PLCG2;S100A9;S100A8;CARD11
Positive Regulation Of Interleukin-2 Production (GO:0032743)	2/25	0.0017016730877234152	0.07609409337885284	0	0	36.869565217391305	235.0856328071935	PLCG2;CARD11
Regulation Of Cell Size (GO:0008361)	2/25	0.0017016730877234152	0.07609409337885284	0	0	36.869565217391305	235.0856328071935	RAP1GAP2;SLC9A3R1
Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	6/525	0.001706783402890157	0.07609409337885284	0	0	5.22435811264955	33.2955903774816	SLC9A3R1;PLCG2;LTB;S100A9;S100A8;CARD11
Positive Regulation Of Inflammatory Response (GO:0050729)	3/104	0.0021153040667776218	0.08705289813277135	0	0	12.817477399913905	78.93716144676208	PLCG2;S100A9;S100A8
Regulation Of Cytoskeleton Organization (GO:0051493)	3/114	0.002745788525705196	0.10253481005648707	0	0	11.656874265569918	68.74859565771665	IQGAP2;S100A9;S100A8
Positive Regulation Of Interleukin-12 Production (GO:0032735)	2/33	0.0029577759610365417	0.10253481005648707	0	0	27.343857240905972	159.23196669722262	PLCG2;LTB
Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)	4/246	0.0030664616091659685	0.10253481005648707	0	0	7.239302112029384	41.895513256563525	PLCG2;S100A9;S100A8;CARD11
Negative Regulation Of Protein Kinase B Signaling (GO:0051898)	2/36	0.0035126896593218383	0.11054640986689314	0	0	24.927409261576972	140.8740938987485	SLC9A3R1;NOP53
Cytosolic Transport (GO:0016482)	3/127	0.0037229910274913804	0.11065556665043824	0	0	10.427945301542778	58.32587453890055	TBC1D10C;PIP4K2A;RCSD1
Regulation Of Cellular Component Size (GO:0032535)	2/43	0.004980226270684628	0.12563540217615818	0	0	20.664244940321744	109.56761169296043	RAP1GAP2;SLC9A3R1
