Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cytoplasmic Translation (GO:0002181)	10/93	1.2062532708086929E-10	1.1169905287688496E-7	0	0	23.165282489180022	529.056408764617	RPS15;RPL41;RPS28;RPS27;RPS29;RPLP2;RPL38;RPL37;RPS10;RPS21
Peptide Biosynthetic Process (GO:0043043)	10/158	2.19810963080489E-8	1.0177247590626642E-5	0	0	12.948701128312779	228.32552188907124	RPS15;RPL41;RPS28;RPS27;RPS29;RPLP2;RPL38;RPL37;RPS10;RPS21
Macromolecule Biosynthetic Process (GO:0009059)	10/183	8.841907738061089E-8	2.0984505992519146E-5	0	0	11.063471575284808	179.68381207165845	RPS15;RPL41;RPS28;RPS27;RPS29;RPLP2;RPL38;RPL37;RPS10;RPS21
Translation (GO:0006412)	11/234	9.06458142225449E-8	2.0984505992519146E-5	0	0	9.509540138925525	154.20961353447055	RPS15;RPL41;RPS28;RPS27;RPS29;MRPS34;RPLP2;RPL38;RPL37;RPS10;RPS21
Lymphocyte Differentiation (GO:0030098)	7/91	8.340716423561883E-7	1.459031869804583E-4	0	0	15.568396226415095	217.91000963506306	TPD52;CD79B;KLF6;ITGA4;BLNK;IKZF1;HDAC9
Gene Expression (GO:0010467)	11/296	9.453770214716521E-7	1.459031869804583E-4	0	0	7.41733746130031	102.89094673155205	RPS15;DDX17;RPL41;RPS28;RPS27;RPS29;RPLP2;RPL38;RPL37;RPS10;RPS21
B Cell Differentiation (GO:0030183)	6/68	2.3421215401770225E-6	3.098292208862747E-4	0	0	17.930358757913776	232.4573005307723	TPD52;CD79B;KLF6;ITGA4;BLNK;HDAC9
Negative Regulation Of Stress Fiber Assembly (GO:0051497)	4/25	1.1150216591567176E-5	0.0012906375704739006	0	0	34.71559633027523	395.8984530900723	ARHGEF18;DYNLL1;PAK2;WASF2
B Cell Activation (GO:0042113)	6/92	1.3670882222951429E-5	0.0014065818820503358	0	0	12.910888937187568	144.6050853364462	TPD52;CD79B;KLF6;ITGA4;BLNK;HDAC9
Negative Regulation Of Actin Filament Bundle Assembly (GO:0032232)	4/28	1.781322860383318E-5	0.0016495049687149524	0	0	30.371559633027523	332.1302919785851	ARHGEF18;DYNLL1;PAK2;WASF2
Regulation Of Stress Fiber Assembly (GO:0051492)	5/75	6.634224256237358E-5	0.005584810601159813	0	0	13.106481481481481	126.09331302770539	ARHGEF18;DYNLL1;PAK2;WASF2;S100A10
Ribosomal Small Subunit Assembly (GO:0000028)	3/17	1.1271681140315918E-4	0.008697980613277118	0	0	38.71363636363636	351.931420732791	RPS15;RPS28;RPS27
Ribonucleoprotein Complex Biogenesis (GO:0022613)	5/118	5.548655114055474E-4	0.0395234971970413	0	0	8.101442150114716	60.734768331584604	RPS15;RPS28;RPS27;NOL7;RPL38
Positive Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:2000601)	2/7	6.52263198553378E-4	0.043142551561459144	0	0	71.64684684684684	525.5340922939538	FCHSD2;WASF2
