Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cytoplasmic Translation (GO:0002181)	11/93	1.4727150720712745E-14	1.2856802579182227E-11	0	0	46.71587505348738	1487.857810815501	RPL4;RPS4X;RPL7A;RPS9;RPL3;RPL10;RPS5;RPLP0;RACK1;RPSA;RPL15
Translation (GO:0006412)	12/234	2.0264065298979625E-11	7.890142649229114E-9	0	0	19.025096525096526	468.4391985926512	RPL4;RPS4X;RPL7A;RPS9;RPL3;RPL10;RPS5;RPLP0;RACK1;RPSA;RPL15;EEF2
Macromolecule Biosynthetic Process (GO:0009059)	11/183	2.7113892265392145E-11	7.890142649229114E-9	0	0	22.170542635658915	539.4309161586496	RPL4;RPS4X;RPL7A;RPS9;RPL3;RPL10;RPS5;RPLP0;RPSA;RPL15;EEF2
Peptide Biosynthetic Process (GO:0043043)	10/158	1.3943167310961015E-10	3.0430962656172414E-8	0	0	23.0475302889096	523.0278940278877	RPL4;RPS4X;RPL7A;RPS9;RPL3;RPL10;RPS5;RPLP0;RPSA;RPL15
Gene Expression (GO:0010467)	11/296	4.494409975449074E-9	7.847239817134082E-7	0	0	13.303601108033241	255.70095300275926	RPL4;RPS4X;RBM3;RPL7A;RPS9;RPL3;RPL10;RPS5;RPLP0;RPSA;RPL15
Cellular Response To Cytokine Stimulus (GO:0071345)	10/308	8.561646734220047E-8	1.2457195998290168E-5	0	0	11.359638972460079	184.85981477442644	NFKBIA;DUSP1;STAT1;IRF1;CXCR4;CCR7;GBP2;GAPDH;GBP1;NFKB1
Response To Type II Interferon (GO:0034341)	6/80	3.04095477731656E-7	3.7925050294247954E-5	0	0	25.969485614646906	389.6961303965052	CD74;IFITM1;STAT1;GBP2;GAPDH;GBP1
Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	8/232	1.1798902719478704E-6	1.2875552592631135E-4	0	0	11.730952380952381	160.12854538839773	CD74;PER1;STAT1;RHOH;CCR7;GAPDH;TRIM22;HLA-DRB1
Cellular Response To Type II Interferon (GO:0071346)	5/66	2.9775679805221954E-6	2.8882409411065294E-4	0	0	25.853499869893312	328.9703695205175	STAT1;IRF1;GBP2;GAPDH;GBP1
Response To Cytokine (GO:0034097)	6/125	4.211769696353973E-6	3.676874944917018E-4	0	0	16.112496611547844	199.43448345951438	CD74;IFITM1;STAT1;CXCR4;CCR7;NFKB1
Regulation Of Translation (GO:0006417)	7/202	5.561073003059689E-6	4.413469756064644E-4	0	0	11.614880201765448	140.53679226024892	RPS4X;RBM3;RPL10;RACK1;CIRBP;EEF2;GAPDH
Regulation Of p38MAPK Cascade (GO:1900744)	4/37	7.415784789235783E-6	5.394983434169032E-4	0	0	37.6875	445.1609718248091	PER1;GADD45B;DUSP1;EZR
Regulation Of Viral Entry Into Host Cell (GO:0046596)	4/44	1.4972286490883383E-5	9.336290076100851E-4	0	0	31.08125	345.2912300304968	CD74;IFITM1;TRIM22;HLA-DRB1
Positive Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001961)	4/44	1.4972286490883383E-5	9.336290076100851E-4	0	0	31.08125	345.2912300304968	CD74;LAPTM5;CXCR4;PARP9
Defense Response To Protozoan (GO:0042832)	3/15	1.6610279367976186E-5	9.667182592162141E-4	0	0	76.61538461538461	843.1897584581213	NKG7;GBP2;GBP1
Regulation Of Protein Metabolic Process (GO:0051246)	5/96	1.882475565591017E-5	0.0010025131562656521	0	0	17.30420373277516	188.27558135188318	RBM3;NFKBIA;HSP90AB1;RPL10;NFKB1
Regulation Of Interleukin-2 Production (GO:0032663)	4/47	1.9522020225104337E-5	0.0010025131562656521	0	0	28.90843023255814	313.48207754773546	PDE4B;LAPTM5;EZR;GBP1
Ribosome Assembly (GO:0042255)	4/50	2.5013799905103905E-5	0.0012131692953975394	0	0	27.019021739130434	286.29579393253863	RPL10;RPS5;RPLP0;RPSA
Negative Regulation Of T Cell Receptor Signaling Pathway (GO:0050860)	3/18	2.9572170641587585E-5	0.001358763419479261	0	0	61.283076923076926	639.101403760399	LAPTM5;EZR;GBP1
Negative Regulation Of Cytokine Production (GO:0001818)	6/178	3.1645968854891936E-5	0.001381346540516033	0	0	11.117779444861215	115.19019864704333	SRGN;LAPTM5;CCR7;EZR;GBP1;HLA-DRB1
Post-Transcriptional Regulation Of Gene Expression (GO:0010608)	4/57	4.2143210321859713E-5	0.0017519534576658823	0	0	23.442216981132077	236.16713741807763	RBM3;PER1;RPL10;PARP9
Negative Regulation Of Interleukin-2 Production (GO:0032703)	3/21	4.784899886023656E-5	0.0018987352729539326	0	0	51.06153846153846	507.9326299069476	LAPTM5;EZR;GBP1
Positive Regulation Of Protein Metabolic Process (GO:0051247)	6/196	5.4202231709880965E-5	0.002057328186205482	0	0	10.0553480475382	98.77155691253986	RPS4X;RBM3;NFKBIA;CIRBP;EZR;EEF2
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	5/122	5.9637203935751016E-5	0.002169303293162943	0	0	13.44118844118844	130.74554423049906	RPS4X;RBM3;CIRBP;EEF2;NFKB1
Negative Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050858)	3/24	7.228708696448823E-5	0.002524265076799929	0	0	43.76043956043956	417.24988566242837	LAPTM5;EZR;GBP1
Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation (GO:0032831)	2/5	1.1315119111665648E-4	0.0037464337282601843	0	0	201.3030303030303	1829.1974888825955	HLA-DRA;HLA-DRB1
Positive Regulation Of Defense Response To Virus By Host (GO:0002230)	3/28	1.1586908437918095E-4	0.0037464337282601843	0	0	36.751384615384616	333.0796211647444	STAT1;PARP9;TRIM22
Response To Interferon-Beta (GO:0035456)	3/29	1.2892462292138148E-4	0.00401968556465593	0	0	35.336094674556215	316.4800513988447	IFITM1;STAT1;IRF1
Immunoglobulin Mediated Immune Response (GO:0016064)	3/30	1.4290160952272447E-4	0.0043018312108047746	0	0	34.02564102564103	301.24105221590395	CD74;HLA-DRA;HLA-DRB1
Defense Response To Symbiont (GO:0140546)	5/148	1.4855209575866782E-4	0.0043228659865772335	0	0	10.982905982905983	96.80964683544727	IFITM1;STAT1;IRF1;GBP2;IFI44L
protein-RNA Complex Assembly (GO:0022618)	5/150	1.5818100130258315E-4	0.004340923770825982	0	0	10.83032293377121	94.78450187002986	HSP90AB1;RPL10;RPS5;RPLP0;RPSA
Positive Regulation Of Immune Response (GO:0050778)	4/80	1.5911748071756177E-4	0.004340923770825982	0	0	16.32894736842105	142.81081428115468	CD74;HLA-DRA;CCR7;HLA-DRB1
Negative Regulation Of p38MAPK Cascade (GO:1903753)	2/6	1.6935418711549392E-4	0.004348417804465476	0	0	150.96969696969697	1310.9481194945301	DUSP1;EZR
Regulation Of T-helper Cell Differentiation (GO:0045622)	2/6	1.6935418711549392E-4	0.004348417804465476	0	0	150.96969696969697	1310.9481194945301	HLA-DRA;HLA-DRB1
Ribosomal Small Subunit Biogenesis (GO:0042274)	4/84	1.9215082283936542E-4	0.004792790523964743	0	0	15.509375	132.71728839050226	RPS4X;RPS9;RPS5;RPSA
Positive Regulation Of Amide Metabolic Process (GO:0034250)	4/85	2.0112635133156411E-4	0.0048773140197904295	0	0	15.31712962962963	130.3729318428735	RPS4X;RBM3;CIRBP;EEF2
Regulation Of T Cell Receptor Signaling Pathway (GO:0050856)	3/34	2.085829910630571E-4	0.004921431113460779	0	0	29.62928039702233	251.1132937411912	LAPTM5;EZR;GBP1
Regulation Of Type II Interferon Production (GO:0032649)	4/87	2.1997868676192097E-4	0.005053720882714658	0	0	14.946536144578314	125.87942690444497	PDE4B;LAPTM5;CCR7;HLA-DRB1
Positive Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043372)	2/7	2.3657532749450573E-4	0.005163256522567588	0	0	120.76969696969697	1008.3356546729788	HLA-DRA;HLA-DRB1
Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000514)	2/7	2.3657532749450573E-4	0.005163256522567588	0	0	120.76969696969697	1008.3356546729788	HLA-DRA;HLA-DRB1
Regulation Of Cytokine Production (GO:0001817)	5/167	2.6060602404159486E-4	0.005458678906852225	0	0	9.685479129923575	79.92942405010272	SRGN;PER1;CCR7;GAPDH;HLA-DRB1
Regulation Of Defense Response To Virus By Host (GO:0050691)	3/37	2.6886963687817376E-4	0.005458678906852225	0	0	27.010859728506787	222.06394667301706	STAT1;PARP9;TRIM22
Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873)	3/37	2.6886963687817376E-4	0.005458678906852225	0	0	27.010859728506787	222.06394667301706	PER1;DUSP1;EZR
Astral Microtubule Organization (GO:0030953)	2/8	3.1474126366608674E-4	0.005977593609289393	0	0	100.63636363636364	811.5074475931799	EZR;RAB11A
Positive Regulation Of Memory T Cell Differentiation (GO:0043382)	2/8	3.1474126366608674E-4	0.005977593609289393	0	0	100.63636363636364	811.5074475931799	HLA-DRA;HLA-DRB1
Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)	5/174	3.1497056818706996E-4	0.005977593609289393	0	0	9.281018127171974	74.83314019198242	RPS4X;RBM3;HSP90AB1;CIRBP;EEF2
Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	5/175	3.233884641172529E-4	0.006006768705837485	0	0	9.22595704948646	74.14584568005331	CD74;CCR7;GAPDH;TRIM22;HLA-DRB1
Regulation Of Gene Expression (GO:0010468)	12/1127	3.756953170429219E-4	0.006650925826411704	0	0	3.616335682254965	28.521070601415914	ZNF331;CD74;PER1;DENND4A;NFKBIZ;RACK1;RHOH;PARP9;EZR;HNRNPA1;TRIM22;NFKB1
Negative Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043124)	3/42	3.9245287555226676E-4	0.006650925826411704	0	0	23.542011834319528	184.64221389004294	PER1;STAT1;RHOH
Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	8/525	3.9634987905150064E-4	0.006650925826411704	0	0	5.00709219858156	39.22162072275806	CD74;HSP90AB1;RACK1;LAPTM5;CCR7;GAPDH;TRIM22;HLA-DRB1
Regulation Of Memory T Cell Differentiation (GO:0043380)	2/9	4.0377900206164984E-4	0.006650925826411704	0	0	86.25541125541126	674.0552332096978	HLA-DRA;HLA-DRB1
Positive Regulation Of Monocyte Differentiation (GO:0045657)	2/9	4.0377900206164984E-4	0.006650925826411704	0	0	86.25541125541126	674.0552332096978	CD74;HLA-DRB1
Type II Interferon-Mediated Signaling Pathway (GO:0060333)	2/9	4.0377900206164984E-4	0.006650925826411704	0	0	86.25541125541126	674.0552332096978	STAT1;IRF1
Positive Regulation Of Kinase Activity (GO:0033674)	4/104	4.351603687657273E-4	0.007035092628379258	0	0	12.395	95.93477056457326	CD74;CCR7;SNX9;HLA-DRB1
Defense Response To Virus (GO:0051607)	5/189	4.600800310174198E-4	0.007302724855967409	0	0	8.517943409247756	65.45281500898678	IFITM1;STAT1;IRF1;GBP2;IFI44L
Positive Regulation Of T Cell Activation (GO:0050870)	4/107	4.8467757129061435E-4	0.00755577713815547	0	0	12.032160194174757	91.8297677350985	RHOH;HLA-DRA;CCR7;HLA-DRB1
Positive Regulation Of Translation (GO:0045727)	4/108	5.020395959440627E-4	0.0076891327589327495	0	0	11.915865384615385	90.52282227814331	RPS4X;RBM3;CIRBP;EEF2
Negative Regulation Of Nitrogen Compound Metabolic Process (GO:0051172)	2/11	6.141796834823028E-4	0.009009750262399202	0	0	67.08080808080808	496.077536690995	HSP90AB1;NFKB1
Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043370)	2/11	6.141796834823028E-4	0.009009750262399202	0	0	67.08080808080808	496.077536690995	HLA-DRA;HLA-DRB1
