Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
B Cell Activation (GO:0042113)	12/92	1.1517198806923014E-10	1.845055248869067E-7	0	0	15.904838709677419	363.975785355204	CD79B;MEF2C;KLF6;PTPRC;PRKCB;BANK1;BLNK;PLCG2;BCL2;PAX5;PHB2;HDAC9
B Cell Receptor Signaling Pathway (GO:0050853)	8/46	1.5139134900963165E-8	1.2126447055671494E-5	0	0	21.89916897506925	394.31605837810923	CD79B;MEF2C;PTPRC;SYK;PRKCB;BLNK;PLCG2;BCL2
Antigen Receptor-Mediated Signaling Pathway (GO:0050851)	10/134	9.063457690079183E-7	4.8398864065022837E-4	0	0	8.44114619080302	117.44879938533579	CD79B;MEF2C;PTPRC;SYK;PRKCB;PLCG2;BCL2;BLNK;CSK;SKAP1
Lymphocyte Differentiation (GO:0030098)	8/91	3.371528651634268E-6	0.0013502972249795245	0	0	10.003297400126822	126.04299082366616	CD79B;KLF6;PTPRC;BLNK;PLCG2;IKZF1;PAX5;HDAC9
B Cell Differentiation (GO:0030183)	7/68	4.8760222372727654E-6	0.0015622775248221939	0	0	11.860526993391126	145.06824987101945	CD79B;KLF6;PTPRC;BLNK;PLCG2;PAX5;HDAC9
Cellular Response To Metal Ion (GO:0071248)	9/135	8.129038404532489E-6	0.0021704532540101746	0	0	7.436130007558579	87.1519487418004	MEF2C;JUN;CAMK2D;NCF1;HVCN1;PLCG2;ANK3;FOS;RASGRP2
Protein Modification Process (GO:0036211)	20/711	2.7636966259091438E-5	0.0063249171352949265	0	0	3.1075302037431505	32.61774430659785	SRPK2;APP;UVRAG;CAMK2D;PARP1;SYK;PRKCB;SSH2;PPP2CA;PPP3CA;PPP1CC;RPS6KA5;PPP3CC;PTPRC;STK17B;SIK3;CSK;LARGE1;CDK14;PAK2
Positive Regulation Of Membrane Potential (GO:0045838)	3/7	3.248368268258101E-5	0.006504857457186848	0	0	76.14615384615385	786.9531893913111	TCL1A;VCP;ANK3
Response To Metal Ion (GO:0010038)	6/64	4.0591112212525484E-5	0.007225217973829536	0	0	10.637931034482758	107.57034827678292	PPP2CA;PPP3CA;HVCN1;BCL2;CALM1;CRIP1
calcineurin-NFAT Signaling Cascade (GO:0033173)	3/10	1.0895350177156852E-4	0.017454350983805277	0	0	43.505494505494504	396.96977209243323	PPP3CA;PPP3CC;NFATC3
Calcineurin-Mediated Signaling (GO:0097720)	3/11	1.4871927424618865E-4	0.02165893430385402	0	0	38.065384615384616	335.48736763809234	PPP3CA;PPP3CC;NFATC3
Regulation Of Transcription By RNA Polymerase II (GO:0006357)	37/2028	1.834956540509153E-4	0.024496669815797192	0	0	2.0558569463205543	17.68719430843833	APP;CAMK2D;HNRNPU;ZBTB20;IKZF1;IKZF3;HDAC9;BACH2;FOXO1;PPP3CA;RPS6KA5;BCL7A;IER2;JAZF1;MEF2C;JUN;KLF12;PARP1;AUTS2;PRKCB;BCL11A;NCOA3;NFATC3;NME2;RFX3;PAX5;FOS;ARID1B;FLI1;RUNX1;KLF6;NCOR1;ID3;TCEA1;CALR;CDK13;SKAP1
Regulation Of DNA-templated Transcription (GO:0006355)	35/1922	2.9253123668111276E-4	0.036048849320241744	0	0	2.038568702228031	16.58770939122946	CAMK2D;NCF1;HP1BP3;IKZF1;IKZF3;PHB2;HDAC9;BACH2;FOXO1;NSD3;PPP2CA;RPS6KA5;YWHAQ;BCL7A;MEF2C;JUN;KLF12;PARP1;PRKCB;BCL11A;NFATC3;NME2;RFX3;PAX5;FOS;ARID1B;FLI1;RUNX1;KLF6;NCOR1;SETBP1;ID3;CALR;CDK14;SKAP1
Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334)	6/98	4.3156094663785035E-4	0.04938290260813116	0	0	6.694972826086956	51.873331096865364	PPP2CA;TCL1A;VCP;SYK;PLCG2;SKAP1
Positive Regulation Of Cation Channel Activity (GO:2001259)	4/38	5.285237104607266E-4	0.051052057669444297	0	0	11.987871437234688	90.45355954451936	PPP3CA;PPP3CC;ANK3;CALM1
Activation Of GTPase Activity (GO:0090630)	6/102	5.343550611785118E-4	0.051052057669444297	0	0	6.414713541666667	48.33133864532886	USP6NL;TBC1D5;TBC1D9;TBC1D22A;SIPA1L3;ARHGAP24
Negative Regulation Of DNA-templated Transcription (GO:0045892)	22/1025	5.417509240827422E-4	0.051052057669444297	0	0	2.3428464606181456	17.619855244001535	MEF2C;JUN;KLF12;PARP1;BCL11A;NFATC3;HNRNPU;RFX3;ZBTB20;IKZF1;PHB2;HDAC9;BACH2;FOXO1;RUNX1;RPS6KA5;NCOR1;YWHAQ;BCL7A;ID3;CALR;JAZF1
Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	13/456	6.445210721997335E-4	0.05505096486332933	0	0	3.0707949484473187	22.56113982359981	JUN;PARP1;RFX3;IKZF1;PHB2;HDAC9;FOXO1;RPS6KA5;NCOR1;YWHAQ;BCL7A;ID3;CALR
Response To Calcium Ion (GO:0051592)	6/106	6.552522701550386E-4	0.05505096486332933	0	0	6.156875	45.132912165378904	PPP3CA;MEF2C;CAMK2D;PLCG2;RASGRP2;CALM1
Ubiquitin-Dependent ERAD Pathway (GO:0030433)	5/73	7.871255546944953E-4	0.05505096486332933	0	0	7.51828710758915	53.734121101694186	VCP;CALR;UBXN4;HERPUD1;UBE2J1
Cellular Response To Lectin (GO:1990858)	3/19	8.238410456378521E-4	0.05505096486332933	0	0	19.025	135.10666442022466	SYK;PLCG2;PAK2
Stimulatory C-type Lectin Receptor Signaling Pathway (GO:0002223)	3/19	8.238410456378521E-4	0.05505096486332933	0	0	19.025	135.10666442022466	SYK;PLCG2;PAK2
Inositol Phosphate-Mediated Signaling (GO:0048016)	3/19	8.238410456378521E-4	0.05505096486332933	0	0	19.025	135.10666442022466	PPP3CA;PPP3CC;NFATC3
Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806)	5/74	8.374677947357063E-4	0.05505096486332933	0	0	7.408950964932042	52.493364073000755	PPP2CA;BCL7A;PLCG2;PHB2;ARID1B
Regulation Of B Cell Proliferation (GO:0030888)	4/44	9.280696577319636E-4	0.05505096486332933	0	0	10.18659793814433	71.1269398038258	MEF2C;PTPRC;BCL2;IKZF3
Nephron Tubule Development (GO:0072080)	2/5	9.561999058371925E-4	0.05505096486332933	0	0	67.34353741496598	468.20887737876456	MEF2C;MTSS1
Positive Regulation Of Mitochondrial Membrane Potential (GO:0010918)	2/5	9.561999058371925E-4	0.05505096486332933	0	0	67.34353741496598	468.20887737876456	TCL1A;VCP
Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469)	3/20	9.621891486724228E-4	0.05505096486332933	0	0	17.90497737556561	124.3733355057115	CAMK2D;BCL2;HERPUD1
Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	20/938	0.0010559045550849163	0.05832962404296675	0	0	2.3113265281143667	15.840346953006888	APP;MEF2C;JUN;PARP1;AUTS2;NCOA3;NFATC3;NME2;HNRNPU;RFX3;FOS;FOXO1;RUNX1;PPP3CA;KLF6;RPS6KA5;TCEA1;CDK13;IER2;SKAP1
Response To Cadmium Ion (GO:0046686)	3/21	0.0011144091167492164	0.05933986099440541	0	0	16.90940170940171	114.97430940790971	JUN;NCF1;FOS
Regulation Of Interleukin-2 Production (GO:0032663)	4/47	0.0011915712394596522	0.05933986099440541	0	0	9.474466554783026	63.78668002570477	PTPRC;PLCG2;HDAC9;RUNX1
Phosphorylation (GO:0016310)	12/429	0.0012186903510947456	0.05933986099440541	0	0	2.9991490678425	20.124225702159947	SRPK2;APP;UVRAG;CAMK2D;RPS6KA5;SYK;PRKCB;STK17B;SIK3;CSK;CDK14;PAK2
mRNA Splicing, Via Spliceosome (GO:0000398)	8/211	0.001234630110893441	0.05933986099440541	0	0	4.065128338086596	27.22409886538603	SRPK2;SF3A1;HNRNPF;SRSF2;HNRNPU;RALY;CDK13;LSM2
Cellular Response To Cadmium Ion (GO:0071276)	3/22	0.001281010270900907	0.05933986099440541	0	0	16.018623481781376	106.68573417874663	JUN;NCF1;FOS
Positive Regulation Of DNA-templated Transcription (GO:0045893)	24/1243	0.0013235503312098791	0.05933986099440541	0	0	2.102684506803202	13.935410168193151	APP;MEF2C;JUN;PARP1;NCF1;AUTS2;NCOA3;NFATC3;NME2;HNRNPU;RFX3;FOS;ARID1B;FLI1;FOXO1;RUNX1;NSD3;PPP3CA;KLF6;RPS6KA5;TCEA1;CDK13;IER2;SKAP1
Epithelial Cell Differentiation Involved In Kidney Development (GO:0035850)	2/6	0.001424953791861429	0.05933986099440541	0	0	50.505102040816325	330.9910393896135	MEF2C;MTSS1
Positive Regulation Of Lamellipodium Assembly (GO:0010592)	3/23	0.0014624829026359668	0.05933986099440541	0	0	15.216923076923077	99.33028638515556	AUTS2;ARPC2;WASF2
Protein N-linked Glycosylation Via Asparagine (GO:0018279)	3/23	0.0014624829026359668	0.05933986099440541	0	0	15.216923076923077	99.33028638515556	ST6GAL1;FUT8;UBE2J1
Regulation Of T Cell Migration (GO:2000404)	3/23	0.0014624829026359668	0.05933986099440541	0	0	15.216923076923077	99.33028638515556	APP;DOCK8;CCR6
Protein Dephosphorylation (GO:0006470)	6/124	0.0014816444692735435	0.05933986099440541	0	0	5.21292372881356	33.960126895220824	PPP2CA;PPP1CC;PPP3CA;PTPRC;PPP3CC;SSH2
Calcium-Mediated Signaling (GO:0019722)	5/85	0.001562453459054429	0.061050010765980364	0	0	6.386658031088083	41.26737785826921	PPP3CA;PPP3CC;PTPRC;PLCG2;CCR6
Positive Regulation Of B Cell Activation (GO:0050871)	4/52	0.0017403948132125309	0.06446429426971924	0	0	8.485395189003436	53.913174183118734	MEF2C;PTPRC;SYK;BCL2
RNA Polyadenylation (GO:0043631)	3/25	0.0018719109916478717	0.06446429426971924	0	0	13.832167832167832	86.87701677359438	APP;ZCCHC7;PAPOLA
Negative Regulation Of Stress Fiber Assembly (GO:0051497)	3/25	0.0018719109916478717	0.06446429426971924	0	0	13.832167832167832	86.87701677359438	ARHGEF18;PAK2;WASF2
Positive Regulation Of Interleukin-2 Production (GO:0032743)	3/25	0.0018719109916478717	0.06446429426971924	0	0	13.832167832167832	86.87701677359438	PTPRC;PLCG2;RUNX1
ERAD Pathway (GO:0036503)	5/89	0.0019153545282787074	0.06446429426971924	0	0	6.0812978040957315	38.05586491730021	VCP;CALR;UBXN4;HERPUD1;UBE2J1
Regulation Of Dendritic Cell Chemotaxis (GO:2000508)	2/7	0.00198194526890407	0.06446429426971924	0	0	40.40204081632653	251.4492302647478	CALR;CCR6
Positive Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:2000601)	2/7	0.00198194526890407	0.06446429426971924	0	0	40.40204081632653	251.4492302647478	FCHSD2;WASF2
Positive Regulation Of Dendritic Cell Chemotaxis (GO:2000510)	2/7	0.00198194526890407	0.06446429426971924	0	0	40.40204081632653	251.4492302647478	CALR;CCR6
Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730)	5/90	0.002011994203174758	0.06446429426971924	0	0	6.009448338921061	37.31043467740466	APP;PTPRC;BANK1;PLCG2;PAK2
Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007176)	3/26	0.002100755421803523	0.0659884350142989	0	0	13.23010033444816	81.56963157644334	APP;NCF1;AREG
Regulation Of Cation Channel Activity (GO:2001257)	4/56	0.002289785616223477	0.06884075170870081	0	0	7.831086439333862	47.60750094867905	CAMK2D;AHNAK;ANK3;CALM1
Positive Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901021)	3/27	0.0023462500360106487	0.06884075170870081	0	0	12.678205128205128	76.76573275023132	PPP3CA;PPP3CC;CALM1
RNA Processing (GO:0006396)	7/183	0.002353980199302737	0.06884075170870081	0	0	4.086803902903379	24.731897364529274	SRPK2;PPP2CA;MBNL1;SF3A1;HNRNPF;SRSF2;HNRNPU
Positive Regulation Of GTPase Activity (GO:0043547)	8/234	0.002363446531821813	0.06884075170870081	0	0	3.647135537959944	22.056542087150095	USP6NL;TBC1D5;DOCK8;TBC1D9;RASGRP2;TBC1D22A;SIPA1L3;ARHGAP24
Peptidyl-Lysine Modification (GO:0018205)	5/94	0.0024344463921378494	0.06964255571794348	0	0	5.7381964254526405	34.53267210485872	SENP6;RANBP2;BCL11A;SMC6;HDAC9
Negative Regulation Of Actin Filament Bundle Assembly (GO:0032232)	3/28	0.0026087957970173737	0.07251533326083978	0	0	12.170461538461538	72.40045147812198	ARHGEF18;PAK2;WASF2
Positive Regulation Of Calcium Ion Import Across Plasma Membrane (GO:1905665)	2/8	0.002625399081853126	0.07251533326083978	0	0	33.666666666666664	200.0649195648365	PPP3CA;PPP3CC
Regulation Of miRNA Transcription (GO:1902893)	4/59	0.0027728623791241805	0.07529026324333792	0	0	7.402811621368323	43.58683052974644	JUN;NCOR1;NFATC3;FOS
Positive Regulation Of B Cell Proliferation (GO:0030890)	3/29	0.0028887769218868316	0.0771303438143784	0	0	11.701775147928995	68.4193674508354	MEF2C;PTPRC;BCL2
Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220)	3/30	0.0031865612382751957	0.08102970005899783	0	0	11.267806267806268	64.77651031278889	SYK;PLCG2;PAK2
Negative Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901020)	3/30	0.0031865612382751957	0.08102970005899783	0	0	11.267806267806268	64.77651031278889	PPP3CA;PPP3CC;CALM1
Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:0034315)	3/30	0.0031865612382751957	0.08102970005899783	0	0	11.267806267806268	64.77651031278889	WASHC4;FCHSD2;WASF2
Regulation Of Complement Activation (GO:0030449)	2/9	0.0033535661488557854	0.0814001965222268	0	0	28.855685131195337	164.41193104324012	PHB2;CD55
Skeletal Muscle Tissue Regeneration (GO:0043403)	2/9	0.0033535661488557854	0.0814001965222268	0	0	28.855685131195337	164.41193104324012	PPP3CA;LARGE1
Peptidyl-Serine Dephosphorylation (GO:0070262)	2/9	0.0033535661488557854	0.0814001965222268	0	0	28.855685131195337	164.41193104324012	PPP2CA;PPP3CA
Dephosphorylation (GO:0016311)	6/147	0.0034803018564781704	0.08251479210257436	0	0	4.357491134751773	24.666172270286296	PPP2CA;PPP1CC;PPP3CA;PTPRC;PPP3CC;SSH2
Positive Regulation Of Lamellipodium Organization (GO:1902745)	3/31	0.0035025005386860528	0.08251479210257436	0	0	10.864835164835165	61.43279981460896	AUTS2;ARPC2;WASF2
Protein N-linked Glycosylation (GO:0006487)	4/64	0.0037256378190833	0.08588663622365163	0	0	6.784192439862543	37.94071301121979	ST6GAL1;FUT8;B4GALT1;UBE2J1
