Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation Of Granulocyte Differentiation (GO:0030854)	2/5	3.1392977135267624E-5	0.007365678775435062	0	0	391.3921568627451	4058.3164477642435	LEF1;RUNX1
Positive Regulation Of DNA-templated Transcription (GO:0045893)	10/1243	4.755679661020045E-5	0.007365678775435062	0	0	5.8428473391977045	58.15728255892479	JUN;BCL11B;CAMK4;LEF1;MLLT3;SSBP2;ETS1;JUNB;IER2;RUNX1
Regulation Of Myeloid Leukocyte Differentiation (GO:0002761)	2/7	6.577640515487366E-5	0.007365678775435062	0	0	234.81176470588235	2261.0610369428987	CAMK4;FOXP1
Positive Regulation Of Biosynthetic Process (GO:0009891)	3/44	6.742040069048112E-5	0.007365678775435062	0	0	44.175166297117514	424.283163538483	PLCG2;VIM;RUNX1
Regulation Of Granulocyte Differentiation (GO:0030852)	2/9	1.1250476197410829E-4	0.009832916196537065	0	0	167.7058823529412	1524.868252317394	LEF1;RUNX1
Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	8/938	2.1285221826280155E-4	0.014773741016334331	0	0	5.847619047619047	49.441107053636756	JUN;BCL11B;LEF1;SSBP2;ETS1;JUNB;IER2;RUNX1
Myeloid Leukocyte Differentiation (GO:0002573)	3/71	2.814127134377623E-4	0.014773741016334331	0	0	26.59893048128342	217.4645630011637	CAMK4;RUNX1;FOXP1
Positive Regulation Of Collagen Biosynthetic Process (GO:0032967)	2/15	3.259186256199044E-4	0.014773741016334331	0	0	90.27601809954751	724.8137654755144	VIM;RUNX1
Positive Regulation Of Myeloid Leukocyte Cytokine Production Involved In Immune Response (GO:0061081)	2/16	3.7205718620846284E-4	0.014773741016334331	0	0	83.82352941176471	661.9093976190027	CAMK4;PLCG2
Positive Regulation By Host Of Viral Transcription (GO:0043923)	2/16	3.7205718620846284E-4	0.014773741016334331	0	0	83.82352941176471	661.9093976190027	JUN;LEF1
Positive Regulation Of Collagen Metabolic Process (GO:0010714)	2/16	3.7205718620846284E-4	0.014773741016334331	0	0	83.82352941176471	661.9093976190027	VIM;RUNX1
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	6/557	4.34337448020804E-4	0.014773741016334331	0	0	7.046460980036298	54.551508020470465	JUN;CAMK4;LEF1;MLLT3;ETS1;RUNX1
Regulation Of Collagen Biosynthetic Process (GO:0032965)	2/18	4.7330062752558495E-4	0.014773741016334331	0	0	73.33823529411765	561.461379980425	VIM;RUNX1
T-helper Cell Differentiation (GO:0042093)	2/18	4.7330062752558495E-4	0.014773741016334331	0	0	73.33823529411765	561.461379980425	LEF1;FOXP1
Negative Regulation Of Execution Phase Of Apoptosis (GO:1900118)	2/19	5.283848977383165E-4	0.015393613354109622	0	0	69.02076124567473	520.8089619438341	MTRNR2L12;MTRNR2L8
Positive Regulation Of Epithelial Cell Migration (GO:0010634)	3/95	6.616252603608283E-4	0.018070639923605122	0	0	19.636363636363637	143.75411150928187	PLCG2;ETS1;FOXP1
Regulation Of Execution Phase Of Apoptosis (GO:1900117)	2/24	8.480218264323183E-4	0.021799149302995476	0	0	53.32085561497326	377.11730650552244	MTRNR2L12;MTRNR2L8
Positive Regulation Of Interleukin-2 Production (GO:0032743)	2/25	9.207209919278047E-4	0.022353059637358372	0	0	51.0	356.5080289062332	PLCG2;RUNX1
Integrated Stress Response Signaling (GO:0140467)	2/29	0.0012404195444664348	0.027103167046591603	0	0	43.43572984749456	290.6851787186678	JUN;JUNB
Negative Regulation Of DNA Binding (GO:0043392)	2/29	0.0012404195444664348	0.027103167046591603	0	0	43.43572984749456	290.6851787186678	JUN;LEF1
Negative Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435)	2/32	0.0015102593349625713	0.03142777758945922	0	0	39.08627450980392	253.88387584433002	FHIT;NOP53
Macrophage Activation (GO:0042116)	2/35	0.0018055707503116694	0.03586520081300907	0	0	35.52762923351159	224.42371839876353	PLCG2;FOXP1
Negative Regulation Of Proteasomal Protein Catabolic Process (GO:1901799)	2/39	0.002238480580364982	0.04057431164072729	0	0	31.680445151033386	193.31274432661914	FHIT;NOP53
Negative Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059)	2/39	0.002238480580364982	0.04057431164072729	0	0	31.680445151033386	193.31274432661914	FHIT;NOP53
Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763)	2/40	0.0023536356819974097	0.04057431164072729	0	0	30.845201238390093	186.6688052523798	LEF1;RUNX1
Regulation Of Transcription By RNA Polymerase II (GO:0006357)	10/2028	0.002414032271530686	0.04057431164072729	0	0	3.4203705115498972	20.61271508648984	JUN;BCL11B;LEF1;SSBP2;ETS1;JUNB;NOP53;IER2;RUNX1;FOXP1
Modulation By Host Of Symbiont Process (GO:0051851)	2/42	0.00259219077574495	0.04195508774076086	0	0	29.3	174.48888071240097	JUN;LEF1
Positive Regulation Of miRNA Transcription (GO:1902895)	2/43	0.002715571355744258	0.04238231008786574	0	0	28.58393113342898	168.89538608185973	JUN;ETS1
Regulation Of Interleukin-2 Production (GO:0032663)	2/47	0.0032362218959433634	0.04714096561757499	0	0	26.037908496732026	149.28440911892838	PLCG2;RUNX1
Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661)	2/47	0.0032362218959433634	0.04714096561757499	0	0	26.037908496732026	149.28440911892838	JUN;FOXP1
Regulation Of DNA Binding (GO:0051101)	2/48	0.0033731185420618195	0.04755009041551662	0	0	25.470588235294116	144.97648892699738	JUN;LEF1
Positive Regulation Of miRNA Metabolic Process (GO:2000630)	2/49	0.0035126896593218383	0.04797016816011385	0	0	24.927409261576972	140.8740938987485	JUN;ETS1
Regulation Of Interleukin-12 Production (GO:0032655)	2/50	0.0036549257227984208	0.04840007699584575	0	0	24.40686274509804	136.96349152286243	PLCG2;FOXP1
Regulation Of miRNA Transcription (GO:1902893)	2/59	0.005053413168362166	0.06495122219336079	0	0	20.54385964912281	108.62958976497575	JUN;ETS1
Regulation Of DNA-templated Transcription (GO:0006355)	9/1922	0.005883892141584377	0.07346459616778207	0	0	3.145321484579195	16.15291425456168	JUN;CAMK4;LEF1;MLLT3;SSBP2;ETS1;JUNB;RUNX1;FOXP1
Wnt Signaling Pathway (GO:0016055)	2/76	0.008257820354934595	0.07804269822214517	0	0	15.81081081081081	75.83804984876704	LEF1;PLCG2
Regulation Of Establishment Of T Cell Polarity (GO:1903903)	1/5	0.008968455482759895	0.07804269822214517	0	0	142.57142857142858	672.0876744444516	RIPOR2
T-helper 1 Cell Differentiation (GO:0045063)	1/5	0.008968455482759895	0.07804269822214517	0	0	142.57142857142858	672.0876744444516	LEF1
Negative Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0097201)	1/5	0.008968455482759895	0.07804269822214517	0	0	142.57142857142858	672.0876744444516	JUN
Regulation Of Neutrophil Extravasation (GO:2000389)	1/5	0.008968455482759895	0.07804269822214517	0	0	142.57142857142858	672.0876744444516	RIPOR2
Peripheral Nervous System Neuron Development (GO:0048935)	1/5	0.008968455482759895	0.07804269822214517	0	0	142.57142857142858	672.0876744444516	RUNX1
Positive Regulation Of I-kappaB Phosphorylation (GO:1903721)	1/5	0.008968455482759895	0.07804269822214517	0	0	142.57142857142858	672.0876744444516	PLCG2
Positive Regulation Of Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:2000096)	1/5	0.008968455482759895	0.07804269822214517	0	0	142.57142857142858	672.0876744444516	MLLT3
Detection Of Virus (GO:0009597)	1/5	0.008968455482759895	0.07804269822214517	0	0	142.57142857142858	672.0876744444516	SERINC5
Cellular Response To Organic Substance (GO:0071310)	2/82	0.009557814928895816	0.07804269822214517	0	0	14.620588235294118	67.99152712269364	LEF1;PLCG2
Positive Regulation Of Endothelial Cell Migration (GO:0010595)	2/85	0.010239841973795726	0.07804269822214517	0	0	14.090007087172218	64.55293197222584	ETS1;FOXP1
Negative Regulation Of Binding (GO:0051100)	2/86	0.010471871180313822	0.07804269822214517	0	0	13.92156862745098	63.469302191660454	JUN;LEF1
Positive Regulation Of Gene Expression (GO:0010628)	4/480	0.010515404245510764	0.07804269822214517	0	0	5.117647058823529	23.31044236791757	LEF1;PLCG2;VIM;ETS1
Positive Regulation Of Interleukin-23 Production (GO:0032747)	1/6	0.010752747305294047	0.07804269822214517	0	0	114.05142857142857	516.9488201244333	PLCG2
Positive Regulation Of B Cell Receptor Signaling Pathway (GO:0050861)	1/6	0.010752747305294047	0.07804269822214517	0	0	114.05142857142857	516.9488201244333	FOXP1
Regulation Of I-kappaB Phosphorylation (GO:1903719)	1/6	0.010752747305294047	0.07804269822214517	0	0	114.05142857142857	516.9488201244333	PLCG2
Regulation Of T-helper Cell Differentiation (GO:0045622)	1/6	0.010752747305294047	0.07804269822214517	0	0	114.05142857142857	516.9488201244333	JUNB
Regulation Of Endothelial Cell Migration (GO:0010594)	2/88	0.010942907816541397	0.07804269822214517	0	0	13.596443228454172	61.38880754927296	ETS1;FOXP1
Sensory Perception Of Mechanical Stimulus (GO:0050954)	2/89	0.011181897971159734	0.07804269822214517	0	0	13.4394861392833	60.38978076507706	RIPOR2;CDC14A
Sensory Perception Of Sound (GO:0007605)	2/92	0.011912652582923147	0.07804269822214517	0	0	12.98954248366013	57.5456762088212	RIPOR2;CDC14A
Cytoplasmic Translation (GO:0002181)	2/93	0.012160803631517045	0.07804269822214517	0	0	12.846153846153847	56.6455947582395	RPS29;RPL13
Regulation Of Stem Cell Division (GO:2000035)	1/7	0.012533916617468993	0.07804269822214517	0	0	95.03809523809524	416.20194419543344	MLLT3
Purine-Containing Compound Metabolic Process (GO:0072521)	1/7	0.012533916617468993	0.07804269822214517	0	0	95.03809523809524	416.20194419543344	FHIT
Regulation Of CD8-positive, Alpha-Beta T Cell Differentiation (GO:0043376)	1/7	0.012533916617468993	0.07804269822214517	0	0	95.03809523809524	416.20194419543344	RUNX1
Negative Regulation Of B Cell Apoptotic Process (GO:0002903)	1/7	0.012533916617468993	0.07804269822214517	0	0	95.03809523809524	416.20194419543344	FOXP1
Sialylation (GO:0097503)	1/7	0.012533916617468993	0.07804269822214517	0	0	95.03809523809524	416.20194419543344	ST6GAL1
T Cell Receptor Signaling Pathway (GO:0050852)	2/95	0.012663903859197443	0.07804269822214517	0	0	12.568627450980392	54.91232765349326	PLCG2;THEMIS
Regulation Of Defense Response To Bacterium (GO:1900424)	1/8	0.014311968554805366	0.07804269822214517	0	0	81.45714285714286	345.92071940977723	FOXP1
Positive Regulation Of Macrophage Cytokine Production (GO:0060907)	1/8	0.014311968554805366	0.07804269822214517	0	0	81.45714285714286	345.92071940977723	PLCG2
Positive Regulation Of Membrane Invagination (GO:1905155)	1/8	0.014311968554805366	0.07804269822214517	0	0	81.45714285714286	345.92071940977723	PLCG2
Regulation Of Interleukin-23 Production (GO:0032667)	1/8	0.014311968554805366	0.07804269822214517	0	0	81.45714285714286	345.92071940977723	PLCG2
Regulation Of Morphogenesis Of An Epithelium (GO:1905330)	1/8	0.014311968554805366	0.07804269822214517	0	0	81.45714285714286	345.92071940977723	FOXP1
Cellular Response To Muramyl Dipeptide (GO:0071225)	1/8	0.014311968554805366	0.07804269822214517	0	0	81.45714285714286	345.92071940977723	VIM
Positive Regulation Of CD8-positive, Alpha-Beta T Cell Activation (GO:2001187)	1/8	0.014311968554805366	0.07804269822214517	0	0	81.45714285714286	345.92071940977723	RUNX1
Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903555)	1/8	0.014311968554805366	0.07804269822214517	0	0	81.45714285714286	345.92071940977723	FOXP1
Monocyte Activation (GO:0042117)	1/8	0.014311968554805366	0.07804269822214517	0	0	81.45714285714286	345.92071940977723	FOXP1
Regulation Of DNA-templated Transcription Initiation (GO:2000142)	1/8	0.014311968554805366	0.07804269822214517	0	0	81.45714285714286	345.92071940977723	JUN
Regulation Of Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:2000095)	1/8	0.014311968554805366	0.07804269822214517	0	0	81.45714285714286	345.92071940977723	MLLT3
Negative Regulation Of Alpha-Beta T Cell Differentiation (GO:0046639)	1/8	0.014311968554805366	0.07804269822214517	0	0	81.45714285714286	345.92071940977723	RUNX1
Positive Regulation Of Dendritic Cell Cytokine Production (GO:0002732)	1/8	0.014311968554805366	0.07804269822214517	0	0	81.45714285714286	345.92071940977723	PLCG2
Regulation Of Gene Expression (GO:0010468)	6/1127	0.014398388001826325	0.07804269822214517	0	0	3.3618198037466547	14.256264248008582	LEF1;PLCG2;SSBP2;ETS1;AFF1;FOXP1
Positive Regulation Of Inflammatory Response (GO:0050729)	2/104	0.015038352590126923	0.07804269822214517	0	0	11.454440599769319	48.07602256434972	PLCG2;ETS1
Positive Regulation Of Vasculature Development (GO:1904018)	2/104	0.015038352590126923	0.07804269822214517	0	0	11.454440599769319	48.07602256434972	ETS1;RUNX1
Negative Regulation Of Lymphocyte Apoptotic Process (GO:0070229)	1/9	0.016086908285246115	0.07804269822214517	0	0	71.27142857142857	294.3331456349383	FOXP1
Positive Regulation Of Myoblast Fusion (GO:1901741)	1/9	0.016086908285246115	0.07804269822214517	0	0	71.27142857142857	294.3331456349383	RIPOR2
Negative Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014067)	1/9	0.016086908285246115	0.07804269822214517	0	0	71.27142857142857	294.3331456349383	NOP53
T-helper 1 Type Immune Response (GO:0042088)	1/9	0.016086908285246115	0.07804269822214517	0	0	71.27142857142857	294.3331456349383	LEF1
